1	0	1	6	0.2857142857142857
0	0	0	9	0.0
1	0	0	23	0.041666666666666664
0	0	0	8	0.0
1	0	0	12	0.07692307692307693
0	0	0	15	0.0
1	0	1	4	0.4
1	0	0	22	0.043478260869565216
1	0	0	6	0.14285714285714285
0	0	0	15	0.0
2	0	0	6	0.25
0	0	0	14	0.0
0	0	0	8	0.0
0	0	1	14	0.07142857142857142
0	0	0	4	0.0
0	0	0	12	0.0
0	0	0	5	0.0
1	2	0	2	0.6
1	0	0	6	0.14285714285714285
2	0	0	6	0.25
5	0	1	5	0.6
0	0	0	13	0.0
1	0	0	8	0.1111111111111111
2	0	1	6	0.375
0	0	0	7	0.0
1	0	1	7	0.25
2	0	1	7	0.3333333333333333
0	0	0	11	0.0
0	1	0	28	0.034482758620689655
2	0	0	7	0.2222222222222222
0	0	0	11	0.0
0	0	0	6	0.0
0	0	0	12	0.0
0	0	0	21	0.0
1	0	1	7	0.25
2	1	0	4	0.42857142857142855
0	0	0	10	0.0
3	0	1	5	0.5
3	1	0	8	0.3333333333333333
0	0	0	9	0.0
0	0	0	15	0.0
1	0	2	11	0.25
1	0	0	12	0.07692307692307693
0	0	0	12	0.0
0	0	0	13	0.0
2	0	2	18	0.2
1	0	1	8	0.2222222222222222
1	0	0	18	0.05263157894736842
3	0	1	9	0.3333333333333333
1	0	0	11	0.08333333333333333
0	0	0	11	0.0
1	0	0	8	0.1111111111111111
2	0	1	11	0.23076923076923078
1	0	0	4	0.2
0	1	0	17	0.05555555555555555
0	0	0	7	0.0
2	0	0	2	0.5
0	0	0	6	0.0
0	0	0	9	0.0
0	0	0	10	0.0
0	0	0	7	0.0
1	1	0	5	0.2857142857142857
0	0	0	13	0.0
0	0	0	11	0.0
0	0	0	6	0.0
1	0	0	7	0.125
1	1	0	7	0.2222222222222222
0	0	0	9	0.0
0	0	0	7	0.0
0	0	0	13	0.0
0	0	0	10	0.0
0	0	0	8	0.0
1	0	1	9	0.2
0	0	0	4	0.0
1	0	0	13	0.07142857142857142
0	0	0	11	0.0
0	0	0	7	0.0
1	0	0	5	0.16666666666666666
1	0	1	8	0.2222222222222222
0	0	0	17	0.0
2	0	0	10	0.16666666666666666
1	0	0	18	0.05263157894736842
0	0	0	8	0.0
1	0	1	4	0.4
0	0	0	7	0.0
0	0	0	9	0.0
1	0	0	6	0.14285714285714285
0	0	0	11	0.0
0	0	0	16	0.0
0	0	0	9	0.0
0	0	0	8	0.0
0	0	0	8	0.0
0	0	0	10	0.0
0	0	0	10	0.0
0	0	0	15	0.0
1	0	1	6	0.2857142857142857
0	0	0	8	0.0
2	0	0	12	0.14285714285714285
0	0	0	8	0.0
1	0	0	12	0.07692307692307693
0	0	0	5	0.0
1	0	1	7	0.25
0	0	0	30	0.0
0	0	0	13	0.0
1	0	0	12	0.07692307692307693
1	0	0	5	0.16666666666666666
1	0	0	8	0.1111111111111111
1	0	1	12	0.15384615384615385
2	1	0	8	0.2727272727272727
0	0	0	17	0.0
0	0	0	8	0.0
0	0	0	7	0.0
0	0	0	4	0.0
0	0	0	8	0.0
0	0	0	10	0.0
0	0	0	9	0.0
1	0	1	15	0.125
0	0	0	5	0.0
0	0	0	13	0.0
1	0	0	5	0.16666666666666666
0	0	0	8	0.0
1	0	0	9	0.1
0	0	0	11	0.0
0	0	0	11	0.0
0	0	0	9	0.0
1	0	1	22	0.08695652173913043
0	0	0	9	0.0
0	0	0	8	0.0
1	0	0	3	0.25
0	0	0	6	0.0
1	0	1	11	0.16666666666666666
0	0	0	9	0.0
2	0	0	12	0.14285714285714285
1	0	1	13	0.14285714285714285
0	0	0	11	0.0
0	0	0	9	0.0
0	0	0	13	0.0
0	0	0	6	0.0
0	0	0	6	0.0
1	0	0	29	0.03333333333333333
3	1	0	14	0.2222222222222222
0	0	0	17	0.0
1	0	0	11	0.08333333333333333
1	0	0	6	0.14285714285714285
3	0	0	10	0.23076923076923078
0	0	0	6	0.0
1	1	0	12	0.14285714285714285
0	0	0	9	0.0
1	0	0	2	0.3333333333333333
1	0	0	16	0.058823529411764705
2	0	0	7	0.2222222222222222
3	0	0	5	0.375
1	0	0	10	0.09090909090909091
0	0	0	5	0.0
0	0	0	21	0.0
1	0	0	8	0.1111111111111111
2	0	0	9	0.18181818181818182
0	0	0	6	0.0
0	0	0	11	0.0
0	0	0	13	0.0
1	0	1	8	0.2222222222222222
4	0	0	15	0.21052631578947367
1	0	0	3	0.25
0	0	0	21	0.0
1	0	0	5	0.16666666666666666
2	0	0	18	0.1
0	0	0	6	0.0
0	0	0	8	0.0
0	0	0	12	0.0
2	0	0	9	0.18181818181818182
2	0	1	1	1.0
1	0	0	7	0.125
3	0	0	10	0.23076923076923078
0	0	0	11	0.0
2	0	1	3	0.6
0	0	0	17	0.0
1	0	2	12	0.23076923076923078
2	0	0	6	0.25
2	0	0	9	0.18181818181818182
2	0	0	6	0.25
0	0	0	9	0.0
2	0	0	19	0.09523809523809523
1	0	0	17	0.05555555555555555
0	0	0	9	0.0
1	0	0	9	0.1
1	0	1	22	0.08695652173913043
1	0	0	6	0.14285714285714285
2	0	2	8	0.4
2	0	1	18	0.15
0	0	0	14	0.0
0	0	0	17	0.0
0	0	0	7	0.0
1	0	0	8	0.1111111111111111
2	1	0	12	0.2
0	0	0	3	0.0
0	0	0	6	0.0
0	0	0	12	0.0
0	0	0	8	0.0
0	0	0	8	0.0
1	0	0	10	0.09090909090909091
0	0	0	21	0.0
1	0	0	15	0.0625
1	0	0	19	0.05
0	0	0	7	0.0
0	0	0	11	0.0
1	0	0	10	0.09090909090909091
2	0	0	3	0.4
0	0	0	9	0.0
3	1	0	5	0.4444444444444444
0	0	0	7	0.0
1	1	0	6	0.25
2	10	0	4	0.75
3	1	0	6	0.4
3	9	0	9	0.5714285714285714
0	0	0	7	0.0
0	0	0	5	0.0
1	1	0	11	0.15384615384615385
0	0	0	4	0.0
2	0	0	9	0.18181818181818182
6	1	1	10	0.47058823529411764
4	0	0	17	0.19047619047619047
0	0	0	8	0.0
1	1	1	7	0.3333333333333333
0	0	0	7	0.0
0	1	1	12	0.15384615384615385
1	0	0	9	0.1
0	0	0	8	0.0
0	0	0	9	0.0
0	0	0	13	0.0
3	0	0	6	0.3333333333333333
0	0	0	8	0.0
2	0	1	8	0.3
1	0	0	4	0.2
0	0	0	9	0.0
2	5	0	16	0.30434782608695654
1	0	1	18	0.10526315789473684
0	1	0	8	0.1111111111111111
0	0	0	6	0.0
0	0	0	6	0.0
0	0	0	5	0.0
1	0	0	9	0.1
0	0	0	11	0.0
0	0	0	9	0.0
0	0	0	4	0.0
0	0	0	7	0.0
0	0	0	15	0.0
0	0	0	7	0.0
0	0	0	9	0.0
1	1	0	6	0.25
0	0	1	8	0.125
2	1	0	4	0.42857142857142855
0	3	0	5	0.375
2	0	0	8	0.2
0	0	0	6	0.0
1	1	0	9	0.18181818181818182
2	0	0	9	0.18181818181818182
1	6	0	5	0.5833333333333334
1	0	0	5	0.16666666666666666
0	0	0	10	0.0
0	0	0	3	0.0
0	0	0	11	0.0
0	0	0	10	0.0
1	0	0	16	0.058823529411764705
1	1	0	13	0.13333333333333333
0	0	0	11	0.0
0	0	0	7	0.0
1	0	1	1	1.0
2	0	1	9	0.2727272727272727
0	0	0	13	0.0
0	0	0	13	0.0
2	1	1	14	0.23529411764705882
0	0	0	9	0.0
0	0	0	8	0.0
0	0	0	6	0.0
0	0	0	13	0.0
0	0	0	15	0.0
0	0	0	11	0.0
0	0	0	21	0.0
0	0	0	9	0.0
1	0	0	7	0.125
0	0	0	14	0.0
0	0	0	11	0.0
0	0	0	11	0.0
0	0	0	6	0.0
0	0	0	13	0.0
0	0	0	4	0.0
0	0	0	23	0.0
0	0	0	17	0.0
0	0	0	22	0.0
0	0	0	18	0.0
0	0	0	7	0.0
0	0	0	6	0.0
0	0	0	5	0.0
1	0	0	7	0.125
0	0	0	14	0.0
0	1	0	10	0.09090909090909091
0	0	0	12	0.0
0	0	0	6	0.0
0	0	0	10	0.0
0	0	0	19	0.0
1	0	0	11	0.08333333333333333
0	0	0	7	0.0
0	0	0	10	0.0
0	0	0	22	0.0
0	0	0	6	0.0
0	0	0	13	0.0
0	0	0	15	0.0
1	1	0	7	0.2222222222222222
0	0	0	21	0.0
0	0	0	20	0.0
0	0	0	17	0.0
1	0	0	15	0.0625
0	1	0	6	0.14285714285714285
0	0	0	9	0.0
0	0	0	26	0.0
0	0	0	7	0.0
0	0	1	7	0.14285714285714285
1	0	0	11	0.08333333333333333
0	0	0	11	0.0
0	0	0	12	0.0
0	0	0	4	0.0
0	0	0	19	0.0
0	0	0	7	0.0
0	0	0	7	0.0
1	1	0	19	0.09523809523809523
0	0	0	9	0.0
1	2	1	9	0.3333333333333333
0	0	0	11	0.0
0	0	0	9	0.0
0	0	0	12	0.0
0	0	0	7	0.0
0	0	0	11	0.0
1	0	1	8	0.2222222222222222
0	0	0	9	0.0
1	0	0	22	0.043478260869565216
2	0	0	10	0.16666666666666666
2	0	0	11	0.15384615384615385
0	0	0	7	0.0
1	0	0	23	0.041666666666666664
0	0	0	13	0.0
3	0	0	2	0.6
1	0	0	8	0.1111111111111111
0	0	0	19	0.0
0	0	0	8	0.0
0	0	0	20	0.0
0	0	0	29	0.0
1	0	0	25	0.038461538461538464
1	0	0	11	0.08333333333333333
1	0	0	14	0.06666666666666667
0	0	0	6	0.0
0	0	0	13	0.0
2	0	1	13	0.2
0	0	1	8	0.125
2	0	0	6	0.25
1	1	0	3	0.4
0	0	0	8	0.0
0	0	0	10	0.0
0	0	0	7	0.0
0	0	0	8	0.0
0	0	0	7	0.0
1	0	1	11	0.16666666666666666
0	0	0	8	0.0
0	0	0	5	0.0
0	0	0	10	0.0
0	0	0	12	0.0
0	0	0	5	0.0
0	0	0	9	0.0
1	1	0	9	0.18181818181818182
0	0	0	7	0.0
0	0	0	7	0.0
0	0	0	8	0.0
0	0	0	13	0.0
0	0	0	12	0.0
0	0	0	14	0.0
0	0	0	10	0.0
2	1	0	8	0.2727272727272727
0	0	0	13	0.0
1	0	1	9	0.2
0	0	0	5	0.0
1	1	0	10	0.16666666666666666
0	0	0	30	0.0
0	0	0	4	0.0
1	0	2	4	0.6
0	0	0	11	0.0
6	4	0	11	0.47619047619047616
0	0	0	7	0.0
1	0	0	14	0.06666666666666667
0	0	0	8	0.0
1	0	0	13	0.07142857142857142
0	0	0	5	0.0
0	0	0	4	0.0
0	0	0	8	0.0
0	1	0	13	0.07142857142857142
2	0	0	5	0.2857142857142857
0	0	0	10	0.0
1	0	0	20	0.047619047619047616
0	0	0	7	0.0
0	0	0	4	0.0
1	0	0	9	0.1
0	0	0	4	0.0
0	0	0	10	0.0
0	0	0	15	0.0
0	0	0	6	0.0
0	0	0	13	0.0
1	0	0	8	0.1111111111111111
0	0	0	29	0.0
2	0	0	5	0.2857142857142857
0	0	0	9	0.0
1	0	1	7	0.25
0	0	0	8	0.0
0	0	0	12	0.0
0	0	0	4	0.0
1	0	0	6	0.14285714285714285
1	0	0	9	0.1
0	1	0	10	0.09090909090909091
2	1	0	13	0.1875
1	0	0	4	0.2
0	0	0	5	0.0
3	1	0	6	0.4
1	0	0	7	0.125
2	1	1	18	0.19047619047619047
0	0	0	8	0.0
1	0	0	10	0.09090909090909091
0	0	0	12	0.0
3	0	0	8	0.2727272727272727
1	0	0	10	0.09090909090909091
1	0	0	4	0.2
4	1	1	18	0.2608695652173913
2	0	0	11	0.15384615384615385
0	0	1	8	0.125
0	0	0	5	0.0
2	0	0	6	0.25
0	0	0	9	0.0
0	0	0	7	0.0
1	0	1	8	0.2222222222222222
3	0	0	6	0.3333333333333333
2	0	1	7	0.3333333333333333
0	0	0	6	0.0
0	0	0	12	0.0
1	0	1	11	0.16666666666666666
1	0	0	4	0.2
2	0	0	8	0.2
1	0	0	10	0.09090909090909091
2	0	1	4	0.5
0	0	0	8	0.0
0	0	0	8	0.0
3	1	1	6	0.5
1	0	0	8	0.1111111111111111
0	0	0	15	0.0
0	0	0	6	0.0
1	0	0	6	0.14285714285714285
2	3	0	13	0.2777777777777778
0	0	0	6	0.0
1	0	0	9	0.1
0	0	0	18	0.0
0	0	0	13	0.0
1	0	0	3	0.25
0	0	0	11	0.0
2	1	1	14	0.23529411764705882
0	0	0	11	0.0
0	0	0	11	0.0
0	0	0	12	0.0
1	0	0	7	0.125
0	0	0	10	0.0
0	0	0	11	0.0
0	0	0	8	0.0
0	0	0	7	0.0
0	0	0	13	0.0
0	0	0	12	0.0
0	0	0	6	0.0
0	0	0	13	0.0
0	0	0	8	0.0
0	0	0	3	0.0
2	0	2	6	0.5
1	1	0	7	0.2222222222222222
0	0	0	9	0.0
1	0	0	13	0.07142857142857142
0	0	0	8	0.0
0	0	0	10	0.0
1	0	0	18	0.05263157894736842
0	0	0	9	0.0
1	0	0	11	0.08333333333333333
0	0	0	20	0.0
0	0	0	9	0.0
0	0	0	23	0.0
1	0	0	16	0.058823529411764705
0	0	0	3	0.0
1	0	0	21	0.045454545454545456
0	0	0	13	0.0
0	0	0	21	0.0
0	1	0	16	0.058823529411764705
0	0	0	7	0.0
0	0	0	6	0.0
0	0	0	9	0.0
1	1	0	8	0.2
0	1	0	10	0.09090909090909091
1	0	1	3	0.5
0	0	0	13	0.0
0	0	0	10	0.0
0	0	0	8	0.0
0	0	0	21	0.0
0	0	0	7	0.0
0	0	0	10	0.0
3	0	0	13	0.1875
0	0	0	11	0.0
2	0	1	11	0.23076923076923078
0	0	0	11	0.0
1	0	0	16	0.058823529411764705
0	0	0	21	0.0
0	0	1	6	0.16666666666666666
0	0	0	11	0.0
0	0	0	6	0.0
0	0	0	11	0.0
0	0	0	14	0.0
1	0	0	7	0.125
1	0	0	10	0.09090909090909091
0	0	0	15	0.0
3	2	0	10	0.3333333333333333
1	0	0	3	0.25
0	0	0	11	0.0
0	0	0	5	0.0
0	0	0	18	0.0
0	0	1	10	0.1
0	0	0	10	0.0
1	0	0	7	0.125
0	0	0	11	0.0
0	0	0	5	0.0
1	0	0	12	0.07692307692307693
0	0	0	7	0.0
0	0	0	6	0.0
1	1	0	7	0.2222222222222222
0	0	0	7	0.0
0	0	0	21	0.0
0	0	0	7	0.0
0	0	0	11	0.0
2	0	0	20	0.09090909090909091
0	0	0	23	0.0
1	0	2	11	0.25
0	0	0	6	0.0
1	0	0	11	0.08333333333333333
0	0	0	22	0.0
2	0	0	8	0.2
1	0	1	12	0.15384615384615385
0	0	0	17	0.0
1	0	0	5	0.16666666666666666
0	0	0	10	0.0
1	0	1	10	0.18181818181818182
1	0	0	6	0.14285714285714285
0	0	0	13	0.0
1	0	0	14	0.06666666666666667
0	0	0	7	0.0
0	0	0	8	0.0
2	0	1	18	0.15
0	0	0	14	0.0
1	0	0	11	0.08333333333333333
0	0	0	6	0.0
1	0	2	22	0.13043478260869565
0	0	0	8	0.0
0	0	0	13	0.0
1	0	1	5	0.3333333333333333
5	0	2	7	0.5833333333333334
0	0	0	8	0.0
0	0	0	8	0.0
0	0	0	10	0.0
5	0	0	13	0.2777777777777778
1	1	0	9	0.18181818181818182
1	0	0	7	0.125
0	0	0	9	0.0
0	0	0	5	0.0
0	0	0	9	0.0
1	0	1	11	0.16666666666666666
2	0	1	15	0.17647058823529413
0	0	0	5	0.0
1	0	0	3	0.25
0	0	0	12	0.0
2	0	0	14	0.125
1	0	1	11	0.16666666666666666
0	0	0	8	0.0
0	0	0	6	0.0
0	0	0	29	0.0
1	0	1	6	0.2857142857142857
0	1	0	14	0.06666666666666667
2	0	1	7	0.3333333333333333
3	0	3	15	0.3333333333333333
0	0	0	9	0.0
2	0	0	10	0.16666666666666666
0	0	0	16	0.0
1	1	0	9	0.18181818181818182
1	0	0	11	0.08333333333333333
0	0	1	15	0.06666666666666667
2	0	1	12	0.21428571428571427
1	0	0	4	0.2
0	0	0	9	0.0
0	0	0	5	0.0
0	0	0	12	0.0
1	0	0	4	0.2
0	0	0	6	0.0
0	0	0	8	0.0
0	0	0	8	0.0
2	0	0	9	0.18181818181818182
1	0	1	10	0.18181818181818182
0	0	0	19	0.0
0	0	0	4	0.0
1	4	0	6	0.45454545454545453
2	1	0	8	0.2727272727272727
0	0	0	10	0.0
0	0	0	6	0.0
1	0	1	5	0.3333333333333333
0	0	0	7	0.0
1	0	0	7	0.125
2	1	0	5	0.375
3	0	0	19	0.13636363636363635
0	0	0	3	0.0
0	0	0	7	0.0
0	0	0	4	0.0
1	0	0	8	0.1111111111111111
1	0	0	11	0.08333333333333333
0	0	0	3	0.0
0	0	0	16	0.0
3	1	0	4	0.5
0	0	0	12	0.0
1	0	0	5	0.16666666666666666
3	2	0	1	0.8333333333333334
1	0	0	8	0.1111111111111111
11	2	0	0	1.0
2	2	0	3	0.5714285714285714
4	0	0	5	0.4444444444444444
0	0	0	15	0.0
6	3	0	2	0.8181818181818182
4	0	0	2	0.6666666666666666
5	1	0	4	0.6
10	0	4	1	1.2727272727272727
1	0	0	3	0.25
2	9	0	3	0.7857142857142857
7	1	0	0	1.0
0	0	0	8	0.0
1	1	1	7	0.3333333333333333
1	6	0	2	0.7777777777777778
2	3	0	2	0.7142857142857143
0	1	0	5	0.16666666666666666
4	3	1	1	1.0
2	2	0	0	1.0
0	0	0	11	0.0
0	0	1	6	0.16666666666666666
3	0	0	4	0.42857142857142855
4	0	3	1	1.4
3	0	0	5	0.375
3	3	0	7	0.46153846153846156
5	8	0	3	0.8125
2	1	0	5	0.375
4	6	0	0	1.0
6	17	0	2	0.92
0	0	0	15	0.0
1	0	0	4	0.2
0	0	0	4	0.0
0	0	0	7	0.0
8	2	0	1	0.9090909090909091
1	3	0	7	0.36363636363636365
2	0	0	2	0.5
0	0	0	5	0.0
1	6	0	1	0.875
0	0	0	14	0.0
6	0	1	2	0.875
1	0	0	6	0.14285714285714285
0	0	0	8	0.0
1	0	0	7	0.125
0	0	0	14	0.0
0	0	0	11	0.0
0	0	0	8	0.0
0	0	0	9	0.0
1	1	0	19	0.09523809523809523
0	0	0	7	0.0
1	0	0	7	0.125
0	0	0	9	0.0
0	0	0	11	0.0
0	0	0	6	0.0
0	0	0	4	0.0
0	0	0	9	0.0
0	0	0	11	0.0
1	0	0	20	0.047619047619047616
0	0	0	13	0.0
0	0	0	12	0.0
0	0	0	4	0.0
0	0	0	5	0.0
0	0	0	7	0.0
1	1	0	7	0.2222222222222222
2	1	1	9	0.3333333333333333
2	0	0	17	0.10526315789473684
0	0	0	6	0.0
0	0	0	4	0.0
0	0	0	12	0.0
0	0	0	5	0.0
0	0	0	9	0.0
1	0	0	6	0.14285714285714285
4	1	0	11	0.3125
1	1	0	7	0.2222222222222222
0	0	0	16	0.0
0	0	0	6	0.0
0	0	0	7	0.0
0	0	0	15	0.0
0	0	0	11	0.0
0	0	1	5	0.2
0	0	0	10	0.0
0	0	0	12	0.0
0	0	0	8	0.0
0	0	0	13	0.0
2	0	1	7	0.3333333333333333
0	0	0	5	0.0
2	1	1	14	0.23529411764705882
0	0	1	18	0.05555555555555555
1	0	0	14	0.06666666666666667
0	0	0	13	0.0
2	0	0	21	0.08695652173913043
0	0	0	6	0.0
0	0	0	10	0.0
1	0	0	4	0.2
0	0	0	6	0.0
0	0	0	11	0.0
0	0	0	5	0.0
0	0	0	8	0.0
0	0	0	6	0.0
0	0	0	9	0.0
0	0	0	21	0.0
1	0	0	20	0.047619047619047616
0	0	0	8	0.0
0	0	0	8	0.0
0	0	1	7	0.14285714285714285
0	0	0	11	0.0
0	0	0	7	0.0
0	0	0	5	0.0
2	0	1	4	0.5
0	0	0	9	0.0
1	0	1	8	0.2222222222222222
0	0	0	9	0.0
2	1	0	14	0.17647058823529413
0	0	0	5	0.0
0	0	0	10	0.0
0	0	1	8	0.125
1	0	0	8	0.1111111111111111
0	0	0	8	0.0
1	1	0	2	0.5
0	0	0	12	0.0
0	0	0	11	0.0
0	0	0	11	0.0
0	0	0	4	0.0
2	0	2	10	0.3333333333333333
1	0	0	7	0.125
1	0	1	8	0.2222222222222222
0	0	0	10	0.0
0	0	0	7	0.0
0	0	0	8	0.0
0	0	0	8	0.0
0	0	0	6	0.0
0	0	0	8	0.0
0	0	0	13	0.0
0	0	0	10	0.0
0	0	0	7	0.0
1	0	1	20	0.09523809523809523
0	0	0	5	0.0
0	0	0	11	0.0
0	0	0	10	0.0
1	1	0	6	0.25
1	1	0	8	0.2
0	0	0	3	0.0
0	0	0	9	0.0
1	0	0	6	0.14285714285714285
0	0	0	6	0.0
0	0	0	11	0.0
1	0	0	9	0.1
1	0	2	9	0.3
0	0	0	29	0.0
0	0	0	7	0.0
0	0	0	7	0.0
0	0	0	21	0.0
1	0	1	6	0.2857142857142857
1	0	0	7	0.125
2	0	2	6	0.5
1	0	1	7	0.25
1	0	0	12	0.07692307692307693
1	0	0	10	0.09090909090909091
0	0	0	12	0.0
0	0	0	14	0.0
0	0	0	6	0.0
0	0	0	8	0.0
1	0	0	4	0.2
1	0	1	4	0.4
3	0	0	8	0.2727272727272727
0	0	1	12	0.08333333333333333
0	0	0	6	0.0
0	0	0	3	0.0
0	0	0	12	0.0
1	0	0	10	0.09090909090909091
1	0	1	9	0.2
2	0	0	10	0.16666666666666666
0	0	0	9	0.0
1	0	1	5	0.3333333333333333
1	0	0	4	0.2
1	1	0	7	0.2222222222222222
0	0	0	5	0.0
0	0	0	13	0.0
0	0	0	10	0.0
1	1	1	7	0.3333333333333333
0	0	0	7	0.0
2	0	0	20	0.09090909090909091
1	0	0	6	0.14285714285714285
0	0	0	8	0.0
2	0	2	6	0.5
1	0	1	14	0.13333333333333333
0	0	0	15	0.0
1	0	0	11	0.08333333333333333
0	0	0	5	0.0
0	0	0	7	0.0
0	0	0	23	0.0
1	1	0	19	0.09523809523809523
0	0	0	20	0.0
2	0	1	11	0.23076923076923078
0	0	0	18	0.0
0	0	0	9	0.0
0	0	0	12	0.0
0	0	0	7	0.0
1	0	1	6	0.2857142857142857
0	0	0	14	0.0
0	0	0	14	0.0
0	0	0	12	0.0
0	0	0	5	0.0
0	0	0	7	0.0
0	0	0	7	0.0
0	0	0	4	0.0
0	0	0	12	0.0
0	0	0	8	0.0
0	0	0	26	0.0
1	0	1	7	0.25
0	0	0	19	0.0
0	0	0	19	0.0
1	0	0	8	0.1111111111111111
0	0	0	9	0.0
0	0	0	13	0.0
0	0	0	5	0.0
0	0	0	10	0.0
1	0	1	11	0.16666666666666666
0	0	0	7	0.0
0	0	0	10	0.0
0	0	0	8	0.0
0	0	0	26	0.0
2	0	0	11	0.15384615384615385
2	0	0	13	0.13333333333333333
0	0	0	9	0.0
1	0	0	6	0.14285714285714285
0	0	0	12	0.0
1	0	2	7	0.375
0	0	0	14	0.0
0	0	0	15	0.0
0	0	0	8	0.0
1	0	0	4	0.2
1	0	0	11	0.08333333333333333
0	0	0	7	0.0
0	0	0	8	0.0
0	0	0	13	0.0
0	0	0	11	0.0
0	0	0	13	0.0
0	0	0	29	0.0
0	0	0	13	0.0
0	0	0	7	0.0
0	0	0	9	0.0
1	1	0	9	0.18181818181818182
0	0	0	9	0.0
1	0	1	11	0.16666666666666666
1	0	1	9	0.2
0	0	0	6	0.0
2	0	0	6	0.25
0	0	0	11	0.0
0	0	0	13	0.0
0	0	0	9	0.0
0	0	0	15	0.0
0	0	0	7	0.0
0	0	0	5	0.0
1	0	1	8	0.2222222222222222
0	0	0	12	0.0
0	0	0	11	0.0
1	0	1	7	0.25
0	0	0	9	0.0
1	0	0	9	0.1
0	0	0	11	0.0
0	0	0	14	0.0
1	0	0	6	0.14285714285714285
1	0	0	5	0.16666666666666666
2	1	1	13	0.25
0	0	0	5	0.0
2	1	0	15	0.16666666666666666
1	0	1	8	0.2222222222222222
0	1	0	11	0.08333333333333333
3	0	1	5	0.5
1	0	0	8	0.1111111111111111
0	0	0	18	0.0
0	0	0	14	0.0
0	0	0	10	0.0
0	0	0	6	0.0
0	0	0	6	0.0
1	0	0	9	0.1
0	0	0	5	0.0
0	0	0	8	0.0
0	1	0	15	0.0625
1	0	1	14	0.13333333333333333
1	0	0	5	0.16666666666666666
0	0	0	10	0.0
1	0	0	11	0.08333333333333333
0	0	0	8	0.0
0	0	0	8	0.0
1	0	1	7	0.25
0	0	0	7	0.0
0	0	0	8	0.0
0	1	2	22	0.13043478260869565
0	0	0	5	0.0
0	0	0	8	0.0
0	0	0	9	0.0
0	0	0	6	0.0
0	0	0	9	0.0
1	0	1	4	0.4
0	0	1	8	0.125
1	0	0	9	0.1
0	0	0	5	0.0
0	0	0	12	0.0
1	0	0	14	0.06666666666666667
0	0	0	9	0.0
3	0	0	15	0.16666666666666666
0	0	0	13	0.0
2	0	1	9	0.2727272727272727
0	1	1	11	0.16666666666666666
0	0	0	8	0.0
0	0	0	12	0.0
2	1	0	19	0.13636363636363635
0	0	0	7	0.0
0	1	0	6	0.14285714285714285
0	0	0	16	0.0
0	0	0	8	0.0
1	1	0	7	0.2222222222222222
2	2	0	6	0.4
0	0	0	8	0.0
0	0	0	5	0.0
0	0	0	14	0.0
0	0	0	4	0.0
0	0	0	12	0.0
1	0	1	5	0.3333333333333333
1	1	0	9	0.18181818181818182
1	0	0	16	0.058823529411764705
0	0	0	7	0.0
0	0	0	4	0.0
2	0	0	9	0.18181818181818182
6	0	1	14	0.35
1	0	3	11	0.3333333333333333
0	0	0	15	0.0
0	0	0	13	0.0
1	0	0	2	0.3333333333333333
1	0	0	4	0.2
1	0	0	6	0.14285714285714285
1	0	2	9	0.3
1	0	0	10	0.09090909090909091
0	0	0	22	0.0
0	0	0	7	0.0
0	0	0	12	0.0
0	0	0	11	0.0
0	0	0	18	0.0
0	0	0	8	0.0
0	0	0	15	0.0
0	0	0	10	0.0
0	0	0	12	0.0
0	0	0	6	0.0
0	0	0	22	0.0
0	0	0	8	0.0
0	0	0	8	0.0
0	0	0	12	0.0
1	0	0	5	0.16666666666666666
2	0	0	14	0.125
2	1	0	17	0.15
0	0	0	8	0.0
1	0	1	11	0.16666666666666666
1	0	1	14	0.13333333333333333
1	0	1	5	0.3333333333333333
0	0	0	4	0.0
2	0	0	6	0.25
2	0	0	16	0.1111111111111111
0	0	0	11	0.0
1	0	1	13	0.14285714285714285
0	0	0	10	0.0
0	1	0	22	0.043478260869565216
1	1	0	9	0.18181818181818182
0	0	0	6	0.0
1	0	0	11	0.08333333333333333
0	0	0	5	0.0
0	0	0	14	0.0
0	0	0	16	0.0
1	0	1	8	0.2222222222222222
0	0	0	9	0.0
1	0	0	11	0.08333333333333333
1	0	0	12	0.07692307692307693
0	0	0	8	0.0
0	0	0	12	0.0
0	0	0	14	0.0
0	0	0	7	0.0
0	0	0	12	0.0
1	0	1	5	0.3333333333333333
0	0	0	13	0.0
0	0	0	5	0.0
0	0	0	7	0.0
1	1	0	7	0.2222222222222222
0	0	0	5	0.0
0	0	0	5	0.0
1	0	1	16	0.11764705882352941
0	0	0	5	0.0
1	0	2	11	0.25
0	0	0	8	0.0
0	0	0	8	0.0
2	0	0	8	0.2
0	0	0	9	0.0
0	0	0	3	0.0
2	2	0	10	0.2857142857142857
0	0	0	4	0.0
1	0	0	10	0.09090909090909091
0	0	0	5	0.0
1	0	1	10	0.18181818181818182
1	1	0	7	0.2222222222222222
0	0	0	8	0.0
0	0	0	10	0.0
0	0	0	9	0.0
0	0	0	7	0.0
0	0	0	9	0.0
1	0	0	7	0.125
0	0	0	15	0.0
0	0	0	6	0.0
0	0	0	22	0.0
1	0	0	7	0.125
1	0	1	9	0.2
0	0	0	17	0.0
0	0	0	9	0.0
0	0	0	12	0.0
0	0	0	10	0.0
0	0	0	11	0.0
1	0	0	12	0.07692307692307693
0	0	0	21	0.0
0	0	0	6	0.0
0	0	0	7	0.0
1	0	1	8	0.2222222222222222
